id,name,description,lon,lat
449,日月潭山慕藝旅 Sun Moon Inn,山水依傍，慕名八方；藝蘊於禪，旅賓如歸,120.90974325344,23.868135447186
448,無所從來蔬食文創館,『無所從來』顛覆你對素食料理的想像,120.95510581322,23.969034056367
447,優鮮主意,Freshness is Priority,121.53672218466,25.034481748483
446,梅居休閒農場,在大自然中享受友善天然的愉悅時光,121.57483087725,25.142311362234
443,ManaR慢慢來,無須刻意，事物慢慢地融入生活之中,121.45993083069,25.00422703901
442,Ponpie 水果塔專門店,澎派是台語「豐盛」的意思，我們提供份量十足的美味塔派,121.45952703117,25.014248253953
441,北棲邸家,給努力在異鄉打拼的北漂們，有一個北棲的地方能用美食來充電自己,121.52820666138,25.044274113998
439,200%純植甜點,100% Vegan + 100% Love,121.54435243272,25.052075668158
438,微酵好食,微生物發酵的好食物,121.206365,25.000537
436,西尾半島物產店,成為旅人的座標,119.91966680741,26.168599826247
435,雜食社 Segovia's Kitchen,想用自己的力量去影響世界的人,121.61761867519,25.071916270333
434,海邊小巫,我們販賣的是一種生活方式,121.4624115074,23.324655040791
433,山谷裡的一家人,一起好好生活，好好吃飯,121.13435683015,22.955180422934
432,雲林縣口湖遊客中心（甘苦人魅力農店）,以「循環、生活、永續」為經營理念,120.1821041,23.548143224719
430,津寮 • 創生基地,津津樂道創生茶寮　,119.9128741,26.14643948317
474,食不二蔬食,安心著食的食材，健康蔬食的不二選擇,120.2869701,22.674808062193
473,漢來蔬食 巨蛋店,多元的飲食新樂趣、令人驚豔的健康美味,120.30203740795,22.670528692636
472,高雄洲際酒店 - SEEDS 大地全日餐廳,藉由料理與台灣土地建立緊密的正向循環,120.303525,22.612178871371
471,台南老爺行旅,飯店與在地意象文化的深度連結,120.23333225767,22.990269713498
467,蔬果良食,親自拜訪產地、分享產地實況及農友理念,120.31863463863,22.667487209917
466,美森食研館,健康與美味並存的所在,120.62680831534,24.102595339434
465,Dew-chefs wine and gourmet,通過敘事餐餚，緩緩描繪著旅途中的輪廓,120.6528755,24.160568601459
464,GraceKitchen,歡迎喜愛大自然的你來一起用餐,121.16247571534,23.064113344802
463,不二農產直販所,一群愛護土地的農民共同打造的一家店舖,121.04336713069,24.805310911152
462,漫步維根,從現在開始思考「吃」這件事吧！,120.22405263069,22.974530671219
461,黑琵食堂,行有「漁」力一起「餐」與環境永續！,120.06294091534,23.083460448831
460,趴利趴利台灣冰淇淋,守護生物多樣性，從吃冰開始！,120.20065951534,22.987993832191
445,茁食小攤子,「來茁食／呷著時」,120.66477913069,24.132595071806
444,有火鍋,離土地最近的人，是最富裕的人,120.63341453069,24.141898132766
428,樸食 à table,到金門「樸食」體驗一場單純的藝術饗宴,118.32040354603,24.43557357125
426,一口涼水植物飲,生態系日常的無限可能,120.9676904953,23.965006763224
406,無思農莊,小農莊園手釀，採用友善人與土地的真食材,121.55241876931,23.936462912226
405,美蔬齋麵館,友善環境的飲食新食尚,120.31401462574,22.632048987823
425,LA ONE Pizza,400度高溫下的美味印記,120.28432341534,22.663466043346
424,紅氣球書屋 Le BallonRouge,土地與閱聽者之間的橋樑,120.74926895397,22.007071136825
423,透南風咖啡聚場,老屋選物咖啡廳，實踐你的美好生活,120.2002814,22.991900631738
421,裸拾商行,自備容器，需要多少買多少！,121.01957767673,24.819021166078
420,鈺善閣．素．養生懷石 - 高雄店,一念動天・天從善願,120.28675827582,22.747249840765
419,鈺善閣．素．養生懷石 - 台北店,用喜悅的心靈，做出幸福感動的餐點,121.52450408465,25.04693935484
418,安孫好食,堅持只賣「在地」、「著時」的好食材,121.75094986138,24.745416034147
417,行健有機農產生產合作社,把家鄉變成有機村的夢想,121.67581483069,24.67255344743
416,嘗九 TasteTo9,讓更多有趣的事發生在蘇澳,121.85223431535,24.594458684819
415,芭樂狗 Mr.Balagov Ukrainian Cafe,隱藏在三合院內的烏克蘭料理,121.74608866138,24.751380838325
414,天然茶莊,有機栽種茶葉，尊重愛護地球,121.63895354604,25.03401657118
413,日々生 日日生,都市一隅心靈放鬆之處,121.66130816138,25.074559797818
412,土生土長 On the Ground,與所根所長的土地共生,121.52814753069,25.037791243064
411,豬肉榮小料理,值得細細品嘗的深夜食堂,120.6833873,24.136205037259
410,大人山養 · Darling SameYoung,我們養著一座山，也被山養育著,121.52324741549,25.108033140209
409,拾米屋,希望甜點成為大家認識產地的媒介,121.49901357281,25.136975454193
408,田媽媽 長盈海味屋,產銷履歷達人的海味,120.11051535397,23.239654435388
407,好嶼 HoSu,以餐點訴說島嶼風土能量,121.5501002,25.044672349913
403,馨苑小料理 - 北屯店,在百年古蹟中感受經典台菜的傳承,120.69280147116,24.165959917104
401,驢子實驗室,眷村老宅咖啡廳的美味風情,120.364947,22.617435763009
396,御書房生活藝術空間,漫漫繽紛世界走過／而今這片天地停留,120.31942497116,22.624600906103
395,大地行者 Land Walker,純植物友善農食,120.3456,22.7752
394,村家味,有機農場產地直送,120.2273,22.97658
400,元啡驢派,堅持呈現美好的鹹派與咖啡,120.28349435532,22.631197396061
393,豆腐工房 日作,無添加的新鮮豆之味,120.63204,24.15388
392,FaFa食舖,有溫度的好食,120.58547,23.86333
391,慕時 食飲空間,中西融合的創意料理,120.62091,24.18528
390,雲品溫泉飯店-Sky Lounge 雲月舫,獨一無二的悠閒時光,120.92345,23.87173
404,【企業員餐】Gamania 遊戲橘子集團 - 普橘島 Gama Island,如果橘人不在座位上，那一定是在去普橘島的路上！,121.57645954724,25.07173696217
388,【企業員餐】安永生活事業股份有限公司  安永食堂總部門市,用科技思維建構Health Care大健康產業,121.56193,25.08332
397,多野樂旅館 DOGETHER HOTEL | 異國蔬食餐廳,實踐永續的寵物友善複合式空間,120.33099582884,22.728511856454
384,笠園有機農園,農事體驗 蔬果採摘,120.75117,24.35324
383,牧人享魚 私廚,天然野生季節性食材,120.96267,24.86181
382,國立海洋科技博物館 生態廚房,食魚教育的體驗教室,121.79856,25.14012
360,食驛,支持花蓮在地有機農產複合式,121.60267961283,23.977479808381
381,食考房,支持在地食材，選用當季漁獲，不過度調味,121.74201,25.12788
380,VGest 低碳披薩 - 板橋店,低碳飲食 疼惜咱ㄟ土地,121.46608,25.01691
378,MUME,永續 ‧ 環保 ‧ 在地,121.54807,25.03651
377,後山咖啡室,住在森林裡的療癒咖啡,121.174855,23.076737
359,拾豆屋,老屋裡的有機豆花店,121.44809226865,23.74701316407
376,惣在生活,用心對待生命中的所有,121.16838,23.04399
358,深溝共同店,匯集在地友善農作的農夫商店,121.72190515517,24.72292922037
375,電光寶媽食堂,在地食材 ‧ 無菜單料理 ‧ 寵物友善,121.27469,23.00984
357,Wu Lou Pie Pie 巫露派派,蔬食、藝術、音樂與好玩的創作空間,121.21573774689,23.121823732152
374,日出禾作,青年返鄉友善耕作安心好米,121.1742,23.00964
356,那事的味 Nuts The Way,以烘焙紀錄季節的運行,121.54261,25.05569
373,豆奏會,羅山大自然工作坊,121.27469,23.20213
355,蘇嘻餐飲,咖哩與咖啡交織的蘇嘻/舒適空間,121.84974911164,24.595892410732
361,大山小農,自助式誠實無人商店,121.56875499749,23.984104194368
371,邂逅街 純天然義式冰淇淋,大家一起吃冰淇淋就會出太陽,121.75229,24.76113
370,木予田商行,展售有機農產品與在地藝術家作品,121.79679,24.77194
369,勝美市集,提供天然、安心及友善環境的商品,121.76457,24.68107
368,【企業員餐】啓碁科技股份有限公司 WNC S2南科廠員工餐廳,南科第一間大型企業的綠色員工餐廳,120.26369,23.1235
351,一禾堂 - 復北店,一禾初心，展開種子植物的繁盛可能,121.54451316885,25.059550678523
367,【企業員餐】啓碁科技股份有限公司 WNC S1力行廠員工餐廳,竹科第一間大型企業的綠色員工餐廳,121.01403,24.77183
366,【企業員餐】啓碁科技股份有限公司 WNC 總部員工餐廳,竹科第一間大型企業的綠色員工餐廳,120.99986,24.7781
349,穗科手打烏龍麵 - 復北店,職人的日日素直手作,121.54455305535,25.059455278561
365,Hi-Q鱻食．集 ,無添加守護全家人的健康,121.56157,25.04967
363,零浪費雜貨店,支持減塑永續資源再利用的好所在,121.36121108466,25.071429720172
364,零居 Zero Living,減少不必要的包裝， 對環境友善、動物友好,121.46798560675,25.019797903743
362,Sousan 曾全穀物酸種烘焙所,自磨台灣小麥的全野生酵母酸種麵包,121.53250533069,25.047120154174
345,旬蜜法式甜點 La Saison Patisserie Formosa,探究在地風味食材的法式甜點,120.63661299767,24.146086354767
28,Le coin de Sophie 在她家,小農食材演繹出在地風情,121.50833,25.05468
344,慢 野生酵母麵包坊 Kiss the Land Sourdough Bakery,堅持使用野生酵母和友善食材的麵包店,121.6227150265,23.986049391507
137,THOMAS CHIEN Restaurant,以客為尊，貼心款待的美食家樂園,120.300911,22.604578
138,LA ONE Kitchen,尋找合適的食材是我們的天職，也是不懈怠的旅程,120.303875,22.651335
342,森森咖啡 sunsuncoffee,森，以大地元氣的純植物和土地連結,121.13842508466,22.760656733746
140,丁廚房 藍帶X私廚,為你量身打造舒服自在的精緻家宴,121.261653,24.879439
341,山東餃子牛肉麵館,精益求精的職人風範,120.66226356105,24.151160602281
141,江山藝改所 Jiang Shan Yi Gai Suo,跨領域的媒合賦予老宅新風貌,120.965897,24.799173
340,夏夫小農 蔬食餐廳 Shafarm vegetarian restaurants,「實齋食在」呈現蔬食的美好,120.29311198175,22.670467384403
334,而今餐酒館,品嚐一口季節，豪飲一杯風土,120.29859201534,22.63022809166
329,養心茶樓,蔬食港式飲茶的新風貌,121.53274968466,25.053446820549
210,小温蔬菜坊,老城區中的蔬果直賣店,120.227681,22.986604
328,Monsoon,無國際的客家風土饗宴,121.5264987,25.089224926846
212,莢麵包,一起陪伴生活的麵包,121.796138,24.626222
332,三時之聚,一頓飯的時間，品嘗生活的滋味,120.546166,24.077131
214,花毛 かき氷喫茶,滿滿時間風味的漬物刨冰,120.63157177003,24.153210789672
227,老宅咖啡,鐵漢的溫柔手作料理,120.43533212239,23.707880362105
338,花愛現小酒館,邀請你一起愛上生活的味道,121.78382211081,24.662085388725
326,Eske Place Coffee House,硬底子功力的典雅咖啡廳,120.49932163861,22.675673670533
273,施雜貨,一家三代，老屋之下的共同創作,120.73208393069,24.150976259848
337,GREEN BAKERY 綠帶純植物烘焙,輕盈美味的全植物性甜點,121.56211022616,25.057102404431
324,小麥家,鄕村風的溫馨小店,120.30597059208,22.629391907374
248,勝利不廢商號,兒時雲南記憶的復刻空間,121.4120253,23.683931018583
220,一簞食-蔬食x生活,朝著「簡單、健康、樸實」的理念不斷前進,121.72215491318,24.722866047709
323,Gien Jia 挑食,老宅與異國風情的完美結合,120.29890246931,22.631550262392
259,寧菠小館,美味健康・寧菠給你,120.68104708233,24.158777191684
333,夏屋．舒食,讓您餐餐都吃進均衡的營養！,121.83393542629,24.620382353431
331,繆特咖啡 Artmunicate Space+Cafe',與環境相處的人文餐桌風景,120.6143888,24.191280341193
322,好市集 Le Bon Marche,老洋樓裡的手作歐式料理,120.27448606931,22.621702974955
244,穗穗念,想要把「吃米」變得流行,121.72213,24.721767
321,馨苑小料理 - 西區店,一個人也能輕鬆享 受的精緻台菜空間,120.66840334604,24.148860495084
9,Plants,全食物無麩質的植物性生機飲食,121.54425,25.03672
4,Man Mano慢慢弄‧乳酪坊,職人手作的在地新鮮乳酪,121.51057,25.06202
320,膳馨民間創作料理,創新健康的家常「馨」台菜,120.6606189,24.14184587605
245,原味廚房,有身分證的便當,121.55160655767,25.032438200257
219,狐狸野餐,對於飲食及生活的心念永保初心,121.54195721534,25.059786437783
249,恰比兔子,思念家鄉味的歐式快樂私廚,121.13858833863,22.931299148416
246,許愿,眷村風格與自然風味料理烘焙餐廳,120.67759106745,24.134408269336
6,東雅小廚,最高比例使用有機食材的手路菜,121.5336,25.04024
276,美滿蔬房,豐潤身心靈的家庭式用餐空間,121.54312131913,25.109072536273
7,Ile島嶼法式海鮮,以法式料理法呈現台灣當季的食材風情,121.55643,24.97999
317,Vegan Taipei,堅持純淨食材的漫長旅程,121.62875975582,25.05978154042
283,Ameya 飴屋,健康新鮮的每日堅持,121.14726751535,22.761583460472
8,泔 米食堂,每天特選一款菜單的溫暖台味定食,121.54155,25.02558
316,頭城農場,有機農場的佳餚美饌,121.84946789648,24.907147183961
287,安步良食.誠食料理製作所,在速食社會中安步靜心，透過擇食對生命表態,121.76280012328,24.760751330384
279,馬太鞍 欣綠農園,溼地裡的幸福農園,121.40920262328,23.659107493471
247,弎弎蔬食 plant-based living,和您分享蔬食無差別的美好,121.38226957672,25.07583358872
315,善食居,做給家人吃的安心美味料理,120.97575047301,24.821858323258
217,禾豐田食,隨著四季食材變化的手作無菜單料理,120.66767940631,24.149425208624
215,One Ten 食分之一,在都會中品嘗到原住民食材的好風味,121.55939296883,25.037428590644
314,碧蘿村農場-豐田素食,極靜+極真+極淨的有機蔬食料理,121.33611100329,24.842715412738
289,甜素 Sweet Vegan,做給孩子吃的最安心甜點,121.47486846138,25.031195049737
272,小巷裡的拾壹號-自家烘焙咖啡店,隱身於巷弄間的咖啡廳,120.20746523863,22.993726585565
240,橋Chiao,農青對文化及土地的結合與想像,121.149401,22.758998
11,TiMAMA Deli & Cafe,因為愛而開啟了和社區分享好手藝的緣分,121.57748,25.07554
313,LA ONE Bakery-文衡店,品牌價值下的真實麵包,120.34792402631,22.64131298508
12,呷米蔬食/素食餐廳,吃的到也買的到全台新鮮優質的小農食材,121.513216,25.044784
312,LA ONE Bakery-博愛店,品牌價值下的真實麵包,120.30386866863,22.651330086349
274,植日生手作蔬食,讓身體行一場光合作用,121.56614742274,25.05038093708
13,大樹下健康餐飲,用整顆南瓜製成的手工元氣蛋餅,121.50921,25.02949
275,飛雀餐桌行動 Future Dining Table,用職人精神引領探索的交流空間,120.44870708466,23.802665171972
14,小小蔬房,在繁忙生活中找到回家吃飯的避風港,121.50392,25.04645
336,陽明春天- 讀蔬會（大安店）,以蔬食養身，以文明養心,121.54613801534,25.035463852957
335,陽明春天- 心五藝文創園區（陽明店）,以餐飲改變對生命及世界的態度,121.55951784603,25.145283059935
330,日常野草 Daily Green,將臺灣美好的野草文化傳播到全世界,121.50562391534,25.042316099246
271,夭夭藝文廚房,對土地眷戀而誕生的中式餐廳,120.74127956137,22.00728732406
250,南島咖啡部落廚房,南島文化與台灣原住民的特色料理,121.09178333069,22.761749185883
239,南澳好糧食堂 Good Eats Cafe,一起坐下來吃飯，聊土地、話時令,121.804448,24.463744
300,Enrich restaurant & café,既新鮮又在地的食尚蔬食餐廳,120.65274,24.15934
213,貳叁捌食坊,最新鮮的產地直送佳餚,120.2959022,22.643260681136
16,藝食知選,身心靈被大地和農人的心血滋養了,121.53116,25.12288
124,品香食塾,隱身百年老厝的家鄉好味道,121.287869,24.885066
21,八斗邀友善餐廳,就是要「地酒」配「地食」,121.79656,25.14126
17,普羅旺斯bakery & café,北投濃厚土地及人文風烘焙伴手禮,121.49724,25.13087
285,一碗食舖 Vegan Bowl,野菜蔬食x小鎮四季料理,120.95665933963,23.981237836057
18,禾乃川國產豆製所,提供本土最天然純粹的優質豆製品,121.56487,25.04063
222,共農共食,產地餐桌的最佳代言,121.12346862699,22.934153530664
19,甘樂食堂,手工豆腐與釀酵物的大地料理,121.3724,24.93447
290,迪立印度健康蔬食坊,健康道地的正宗印度家鄉料理,120.30732225397,22.619292216206
221,聯安健康廚房,改變就從這一餐開始,121.57149911534,25.050911174401
20,坪感覺 JustPinglin,傳遞生態及人文氣息的療癒茶餐飲,121.71198,24.93614
303,YU FERMENTORY 腴釀康普茶,以友善飲食為核心的天然手工釀製品,121.30054305358,25.032808441591
216,腰果花砧板原食料理,感受原型食物的滿滿能量,120.99841363436,24.802336105546
24,或者蔬食,到獨立書店吃一頓營養均衡的蔬食,121.02758,24.8122
298,農食憶,古法新傳承 回憶舊時光,120.540285,24.071954
238,禾亮家 香草創意坊。Pura Vida Herbs,以香草為日常帶來不平凡的驚喜,121.605326,23.985771
25,仁里居,愛護生態支持小農的活力蔬食料理,121.53858,25.02867
292,原味廚神,保留食材來源的原味風貌,121.23264393863,22.882415917748
291,帕狄尼諾 Padrino 義大利廚房,這裡將給您一個無法拒絕來用餐的理由,120.32893591534,22.661017644461
224,友膳廚房 Whole Food Days,讓飲食和大地永續循環,120.68053113323,24.137609338261
211,慢熟咖啡 - Encore Café,回到家鄉實踐理想生活的咖啡館,120.542109,22.904441
209,Yuuki Bakery 勇気パン屋,令人充滿勇氣的烘焙坊,120.337356,22.592229
190,叄三 SanSan,來到南方澳咀嚼在地文化食光,121.868182,24.581433
142,馨窩良行 Homelanie,安心無負擔的溫馨料理,120.364789,22.647086
136,東香台菜海味料理,愛心總舖師的有情有義料理,120.136586,23.060803
125,諦・Veganism 共響空間,尊重生命、愛惜地球的Vegan推廣空間,121.537318,25.008447
288,淡水果然工坊,天然無添加的烘焙初心,121.42614819751,25.177465902907
243,聖母健康會館,善生善活善終，散播生命的光與熱,121.147004,22.757407
286,思想•起 文化廚苑,難得一見的台菜Fine Dining,120.31632712631,22.673258384755
34,育成蕃薯藤 - 忠孝庇護工場,結合天然有機與弱勢關懷的吃飯好場所,121.53749,25.04076
284,樹合苑&nbsp;,一個生產者與消費者相遇的場域,120.67683756868,24.155431805506
35,Ooh Cha Cha 自然食,簡單真實的全食新美式餐飲,121.52342,25.02507
282,心雕居,沉浸於古厝的藝文風情,120.64495396866,24.454972350494
281,TU PANG 地坊餐廳,以食為中心，構築出美好生活氛圍,120.68354753069,24.135473346441
82,大山北月,山林裡的慢食套餐,121.13898,24.68544
278,醞釀生活,呈現食材的真實美味、傳遞友善環境的善念,121.01656032699,24.786630342686
277,菊丹料理亭,職人認證的精湛手藝,121.77195335767,24.678665802194
38,Pick Food Up   扌合,完美使用剩食、格外品的魔法師,121.51728,25.01569
270,貓居蔬食,以在地紅茶料理的小食堂,120.96399884072,23.969778080834
269,嶼人Café,友愛萬物的純植滋味,121.56826766772,25.050712246639
40,找到幸福咖啡店,海景第一排的健康餐飲,121.76914,25.15235
268,all'Onda 浪。義大利慢食廚房,浪慢之食、義猶未盡,120.28670799651,22.651306386353
134,1982 de glacée 法式冰淇淋,用冰淇淋推廣環境永續教育的第一人,120.200596,22.987036
133,粮心聚落永和店,宜蘭好米的風土故事繼續在台北發芽,121.514902,25.015274
129,攪攪實蔬 la-la-e veggie,好好吃飯、好好生活的好空間,121.02926532102,24.823700458891
128,鹿野苑蔬食料理廚房,暖心平價的在地廚房,121.745518,24.744953
127,節氣私廚 seasonal kitchen,校園裡的友善小農飯盒,120.994653,24.792346
126,糖果廚房。食農生活家,廚房賣的是對食物應有的態度,120.22298,22.978923
120,三玉號 野草茶,野草走入日常生活的多種可能,121.530291,25.118129
41,蕃薯藤自然食堂-南崁店,擁有自家農場新鮮直送的有機Buffet,121.28617,25.03628
267,LA ONE Cafe,輕軌站旁的巴黎悠閒空間,120.30095333883,22.604373771136
42,蕃薯藤有機專賣 / TINA廚房複合店 - 鶯歌複合店,擁有自家農場新鮮直送的有機美食,121.35141,24.95025
266,田媽媽天之椒子景觀餐廳,自產自銷自用的安心餐廳,120.60224592698,22.375477642105
43,TINA廚房 - 大溪店,擁有自家農場新鮮直送的有機美食,121.2695837,24.8705853
265,微光‧幸福感 鄉村手作料理,推崇真實的食材的真誠心念,120.49138274233,22.681639205497
264,均食堂-自然有機節氣廚房 ,吃真正好的食材，與大自然共同美好,120.3185766235,23.307015131403
263,阿賢廚房,秉持「賣自己也敢吃的產品」理念的餐廳,120.44821847302,23.472620853832
46,蕃薯藤Café & Eats —中壢店 ,在日式歷史建物裡享用有機美食,121.222101,24.953825
262,七里坡紅藜養生料理,樸實的小而美特色養生料理,121.15444003563,22.754774859302
47,TINA廚房  - 復興店,位處深山裡的有機好味道,121.3513,24.8229
261,灣村麵包工作室 Locavore Bakery,天然無添加的永續生活實踐者,120.52438042053,22.636107552184
48,TINA廚房 - 八德店,生態公園內新鮮直送的有機美食,121.31149,24.94284
260,龜時間 goöod time,洋食、早午茶 咖啡、大地風味的料理,120.30036581114,22.630656721142
49,蕃薯藤有機專賣店-桃園店,方便、新鮮、直送的有機美食,121.30161,24.99476
50,蕃薯藤有機專賣 - 大溪店,擁有自家農場新鮮直送的有機美食,121.28028,24.88779
256,Squirre l&Fish- 松鼠與魚 自然甜點,給你一份無負擔的新鮮甜蜜,120.236588,22.793951
51,TINA咖啡 - 桃園縣府店,匆忙生活中來點有機健康的點心吧,121.30181,24.99451
66,粮心有點菜,以美好的食物闡述宜蘭好米的風土故事,121.75136,24.75233
254,沒有豆花,舊翻新的品質堅持,120.96465,23.9643
52,TINA咖啡 - 大溪店,花園綠地中的健康美食好所在,121.28018,24.88752
252,V Di JA,專業、用心且溫暖的料理團隊,120.644465,24.13195
251,芭蕉小喜 蔬房·點心·茶,創意不斷的蔬食實驗室,121.75251151589,24.686474222947
53,TINA麵包茶屋-中正店,滿滿的有機、健康麵包茶飲都在這,121.29878,25.01515
218,窩聚生活 • 衣食空間,提供一個衣食無缺、舒服自在的「窩」,120.23468697592,22.980087426476
81,跑跑雞蛋糕,愛地球。愛動物。一起跑跑,121.50064,25.12631
56,穿龍老屋豆腐坊,契作本土無毒黃豆的鹽鹵豆花,120.83037,24.47265
62,Café Chat Leopard 豹紋喵喵,以健康甜點來照顧自己與流浪動物吧,121.51419,25.06205
130,岑食米烘焙 ,用自己的米來玩烘焙吧！,121.707201,24.745407
123,人中小姐很有事,誰說餐酒館不能有機又健康,121.294203,25.019618
121,愛你喔手作坊,愛土地如同愛家人的烘焙坊,121.521915,25.109621
61,春天農場,以山間淨土、自然食物來療癒身心,121.33716,24.99891
57,94友善小鋪,無包裝、有機、友善農產品的在地小舖,120.83052,24.47266
135,蝸篆居 - 梅窩來這窩,帶著想念香港一切的初心，在台灣繼續努力,120.235462,22.989271
637,力卡珈琲,我們用在城市累積的經驗重新詮釋傳統作物,120.96676453069,22.53176015251
